0,0.1,0
0.0766652,0.099707,-0.00763094
0.15333,0.0988325,-0.0151614
0.229996,0.097386,-0.0225479
0.306661,0.09538,-0.0297484
0.383326,0.0928304,-0.0367221
0.459991,0.0897562,-0.0434298
0.536656,0.0861791,-0.0498342
0.613322,0.0821237,-0.0559
0.689987,0.0776174,-0.0615942
0.766652,0.0726898,-0.0668863
0.843317,0.0673727,-0.0717481
0.919982,0.0617002,-0.0761543
0.996647,0.0557082,-0.0800826
1.07331,0.0494339,-0.0835134
1.14998,0.0429162,-0.0864302
1.22664,0.036195,-0.0888198
1.30331,0.0293111,-0.090672
1.37997,0.0223061,-0.09198
1.45664,0.0152218,-0.09274
1.5333,0.00810027,-0.0929517
1.60997,0.000983449,-0.0926177
1.68663,-0.00608703,-0.091744
1.7633,-0.0130701,-0.0903398
1.83996,-0.0199256,-0.0884171
1.91663,-0.0266143,-0.0859909
1.99329,-0.0330982,-0.0830792
2.06996,-0.039341,-0.0797025
2.14663,-0.0453077,-0.075884
2.22329,-0.0509656,-0.0716493
2.29996,-0.0562838,-0.0670263
2.37662,-0.0612336,-0.0620447
2.45329,-0.0657888,-0.0567365
2.52995,-0.0699256,-0.0511351
2.60662,-0.0736228,-0.0452753
2.68328,-0.076862,-0.0391934
2.75995,-0.0796276,-0.0329267
2.83661,-0.0819069,-0.0265131
2.91328,-0.0836901,-0.0199912
2.98994,-0.0849704,-0.0134001
3.06661,-0.085744,-0.00677882
3.14327,-0.08601,-0.000166315
3.21994,-0.0857707,0.00639876
3.2966,-0.0850311,0.0128783
3.37327,-0.0837992,0.0192351
3.44993,-0.0820858,0.0254327
3.5266,-0.0799045,0.0314361
3.60326,-0.0772715,0.0372116
3.67993,-0.0742055,0.042727
3.75659,-0.0707276,0.0479519
3.83326,-0.0668612,0.0528579
3.90992,-0.0626317,0.0574187
3.98659,-0.0580666,0.0616099
4.06325,-0.053195,0.0654099
4.13992,-0.0480478,0.0687991
4.21659,-0.042657,0.0717609
4.29325,-0.0370559,0.074281
4.36992,-0.031279,0.0763479
4.44658,-0.0253613,0.0779527
4.52325,-0.0193385,0.0790896
4.59991,-0.0132465,0.0797552
4.67658,-0.00712164,0.0799491
4.75324,-0.000999902,0.0796736
4.82991,0.00508287,0.0789338
4.90657,0.0110914,0.0777374
4.98324,0.016991,0.0760948
5.0599,0.0227479,0.0740188
5.13657,0.0283296,0.0715247
5.21323,0.0337046,0.0686303
5.2899,0.038843,0.0653553
5.36656,0.0437164,0.0617218
5.44323,0.0482982,0.0577536
5.51989,0.0525639,0.0534764
5.59656,0.0564906,0.0489175
5.67322,0.0600579,0.0441057
5.74989,0.0632476,0.0390709
5.82655,0.0660438,0.0338443
5.90322,0.0684329,0.0284579
5.97988,0.070404,0.0229443
6.05655,0.0719486,0.0173368
6.13322,0.0730607,0.0116689
6.20988,0.0737371,0.00597415
6.28655,0.0739769,0.000286122
6.36321,0.073782,-0.00536195
6.43988,0.0731566,-0.0109373
6.51654,0.0721077,-0.0164078
6.59321,0.0706443,-0.0217422
6.66987,0.0687782,-0.0269103
6.74654,0.0665231,-0.0318831
6.8232,0.0638952,-0.0366329
6.89987,0.0609126,-0.0411335
6.97653,0.0575952,-0.0453603
7.0532,0.053965,-0.0492908
7.12986,0.0500455,-0.0529039
7.20653,0.0458618,-0.056181
7.28319,0.0414403,-0.0591052
7.35986,0.0368086,-0.0616621
7.43652,0.0319954,-0.0638393
7.51319,0.0270301,-0.065627
7.58985,0.0219429,-0.0670174
7.66652,0.0167646,-0.0680054
7.74318,0.011526,-0.0685881
7.81985,0.00625829,-0.0687651
7.89651,0.000992525,-0.0685383
7.97318,-0.0042405,-0.067912
8.04984,-0.0094104,-0.0668928
8.12651,-0.0144874,-0.0654895
8.20318,-0.0194424,-0.0637132
8.27984,-0.0242473,-0.0615769
8.35651,-0.0288752,-0.0590959
8.43317,-0.0333002,-0.0562871
8.50984,-0.0374978,-0.0531694
8.5865,-0.0414453,-0.0497634
8.66317,-0.0451212,-0.046091
8.73983,-0.0485062,-0.0421757
8.8165,-0.0515825,-0.0380422
8.89316,-0.0543343,-0.0337163
8.96983,-0.056748,-0.0292248
9.04649,-0.0588118,-0.024595
9.12316,-0.0605163,-0.0198552
9.19982,-0.0618542,-0.0150338
9.27649,-0.0628201,-0.0101598
9.35315,-0.0634113,-0.00526196
9.42982,-0.0636271,-0.000369174
9.50648,-0.0634688,0.00448995
9.58315,-0.0629402,0.00928723
9.65981,-0.0620471,0.013995
9.73648,-0.0607973,0.0185865
9.81314,-0.0592009,0.0230355
9.88981,-0.0572696,0.0273171
9.96647,-0.0550172,0.0314075
10.0431,-0.0524593,0.0352841
10.1198,-0.0496131,0.0389259
10.1965,-0.0464973,0.0423131
10.2731,-0.0431322,0.0454279
10.3498,-0.0395392,0.0482539
10.4265,-0.0357411,0.0507769
10.5031,-0.0317616,0.0529842
10.5798,-0.0276254,0.0548652
10.6565,-0.0233577,0.0564113
10.7331,-0.0189846,0.0576158
10.8098,-0.0145323,0.0584744
10.8865,-0.0100276,0.0589844
10.9631,-0.00549712,0.0591454
11.0398,-0.00096766,0.0589591
11.1165,0.00353431,0.058429
11.1931,0.00798263,0.0575608
11.2698,0.0123517,0.0563621
11.3464,0.0166164,0.0548422
11.4231,0.0207527,0.0530124
11.4998,0.0247373,0.0508858
11.5764,0.0285478,0.0484769
11.6531,0.0321634,0.0458019
11.7298,0.0355643,0.0428784
11.8064,0.0387321,0.0397253
11.8831,0.04165,0.0363627
11.9598,0.0443028,0.032812
